category,level,question,option1,option2,option3,option4,correctAnswer,trivia,mediaUrl,mediaType,xpReward,timeLimit,isActive
World Geography,hard,Which option best characterizes World Geography?,species,atoll,map scale,arid,map scale,,,text,80,8,true
World Geography,hard,Select the most precise term for World Geography.,South America,Lake Superior,peak,altitude,altitude,,,text,80,8,true
World Geography,hard,Which term is the closest match to World Geography?,Sahara,protected area,altitude,altitude,altitude,,,text,80,8,true
World Geography,hard,Select the most precise term for World Geography.,South America,time zone,peak,oasis,time zone,,,text,80,8,true
World Geography,hard,Select the most precise term for World Geography.,semi-arid,time zone,Nile,migration,time zone,,,text,80,8,true
Indian History,easy,Select a term associated with Indian History.,opening,achievement,policy,Maurya Empire,Maurya Empire,,,text,20,12,true
Indian History,easy,Select a term associated with Indian History.,topography,hook,Indus Valley,market cap,Indus Valley,,,text,20,12,true
Indian History,easy,Pick the correct term for Indian History.,chassis,inflation,Maurya Empire,share,Maurya Empire,,,text,20,12,true
Indian History,easy,Which option belongs to Indian History?,Maurya Empire,monotheism,adjective,pound,Maurya Empire,,,text,20,12,true
Indian History,easy,Which of these is related to Indian History?,Rebellion of 1857,group,adverb,topography,Rebellion of 1857,,,text,20,12,true
Indian History,easy,Which option belongs to Indian History?,renewable,Maurya Empire,fiscal policy,currency symbol,Maurya Empire,,,text,20,12,true
Indian History,easy,Select a term associated with Indian History.,serve,Ashoka,democracy,legislature,Ashoka,,,text,20,12,true
Indian History,easy,Which of these is related to Indian History?,verb,flexibility,wicket,Indus Valley,Indus Valley,,,text,20,12,true
Indian History,easy,Pick the correct term for Indian History.,Gupta Empire,radian,portfolio,return,Gupta Empire,,,text,20,12,true
Indian History,easy,Which of these is related to Indian History?,period,Thor,theme,Delhi Sultanate,Delhi Sultanate,,,text,20,12,true
Indian History,easy,Choose the item most linked to Indian History.,Greenland,Champaran,Ragnarok,funnel,Champaran,,,text,20,12,true
Indian History,easy,Which of these is related to Indian History?,public health,policy debate,global economy,Mughal Empire,Mughal Empire,,,text,20,12,true
Indian History,easy,Which option belongs to Indian History?,Champaran,Mississippi,composer,respiratory system,Champaran,,,text,20,12,true
Indian History,easy,Which of these fits the topic Indian History?,Champaran,decor,seed,order,Champaran,,,text,20,12,true
Indian History,easy,Which option belongs to Indian History?,balance,Gupta Empire,clinical,torque,Gupta Empire,,,text,20,12,true
Indian History,easy,Which of these fits the topic Indian History?,fertilizer,depth of field,Delhi Sultanate,bytecode,Delhi Sultanate,,,text,20,12,true
Indian History,easy,Choose the item most linked to Indian History.,personality,ceremony,Plassey,fuselage,Plassey,,,text,20,12,true
Indian History,easy,Choose the item most linked to Indian History.,Maurya Empire,phonetics,Southern Ocean,runway,Maurya Empire,,,text,20,12,true
Indian History,medium,Choose the term that best represents Indian History.,syntax,IP address,premiere,Plassey,Plassey,,,text,40,10,true
Indian History,medium,Which option aligns with Indian History?,concert,evolution,oil paint,Champaran,Champaran,,,text,40,10,true
Indian History,medium,Which of these is a core idea in Indian History?,dividend,summit,switch,Gupta Empire,Gupta Empire,,,text,40,10,true
Indian History,medium,Pick the concept that best matches Indian History.,Plassey,personality,angle,nervous system,Plassey,,,text,40,10,true
Indian History,medium,Which term is most commonly used in Indian History?,quadratic,Gupta Empire,therapy,simile,Gupta Empire,,,text,40,10,true
Indian History,medium,Which term is most commonly used in Indian History?,root,altitude,Rebellion of 1857,cinematography,Rebellion of 1857,,,text,40,10,true
Indian History,medium,Pick the concept that best matches Indian History.,fossil fuels,Odin,smart contract,Gupta Empire,Gupta Empire,,,text,40,10,true
Indian History,medium,Select the most relevant term for Indian History.,judiciary,panel,PEP 8,Maurya Empire,Maurya Empire,,,text,40,10,true
Indian History,medium,Which term is most commonly used in Indian History?,pivot,fertilizer,island chain,Plassey,Plassey,,,text,40,10,true
Indian History,medium,Select the most relevant term for Indian History.,risk,plate,pronoun,Ashoka,Ashoka,,,text,40,10,true
Indian History,medium,Select the most relevant term for Indian History.,genre,Rebellion of 1857,Phoenicians,host city,Rebellion of 1857,,,text,40,10,true
Indian History,medium,Which option is a key concept in Indian History?,subject,sonata,cuisine,Delhi Sultanate,Delhi Sultanate,,,text,40,10,true
Indian History,medium,Which option aligns with Indian History?,lead time,chancellor,ionic bond,Champaran,Champaran,,,text,40,10,true
Indian History,medium,Which of these is a core idea in Indian History?,Durga,cockpit,sensor,Plassey,Plassey,,,text,40,10,true
Indian History,medium,Which of these is a core idea in Indian History?,Maurya Empire,flagpole,torch,inference,Maurya Empire,,,text,40,10,true
Indian History,medium,Which term is most commonly used in Indian History?,single,dialect,Ashoka,robot arm,Ashoka,,,text,40,10,true
Indian History,medium,Which option aligns with Indian History?,Mughal Empire,multiplayer,Rajasthan,stalemate,Mughal Empire,,,text,40,10,true
Indian History,medium,Which option is a key concept in Indian History?,Akbar,transaction,HTTP,president,Akbar,,,text,40,10,true
Indian History,hard,Which term is the closest match to Indian History?,United Nations,Indus Valley,bioavailability,continuity,Indus Valley,,,text,80,8,true
Indian History,hard,Pick the most specific concept tied to Indian History.,landing gear,engagement,database,Delhi Sultanate,Delhi Sultanate,,,text,80,8,true
Indian History,hard,Which term is most specifically associated with Indian History?,Nile,Babylon,Rebellion of 1857,lifecycle,Rebellion of 1857,,,text,80,8,true
Indian History,hard,Choose the most accurate term for Indian History.,currency symbol,Delhi Sultanate,infrastructure,dividend,Delhi Sultanate,,,text,80,8,true
Indian History,hard,Which term is most specifically associated with Indian History?,equation,Champaran,decor,sequel,Champaran,,,text,80,8,true
Indian History,hard,Which option is most directly linked to Indian History?,design,Maurya Empire,over,semantics,Maurya Empire,,,text,80,8,true
Indian History,hard,Which term is the closest match to Indian History?,Mughal Empire,preposition,Peace,innovation,Mughal Empire,,,text,80,8,true
Indian History,hard,Pick the most specific concept tied to Indian History.,haiku,Champaran,servo,minimalism,Champaran,,,text,80,8,true
Indian History,hard,Choose the most accurate term for Indian History.,tricolor,color,Indus Valley,Mahabharata,Indus Valley,,,text,80,8,true
Indian History,hard,Choose the most accurate term for Indian History.,lighting,Akbar,playlist,unit circle,Akbar,,,text,80,8,true
Indian History,hard,Select the most precise term for Indian History.,phonetics,Plassey,classification,Southern Ocean,Plassey,,,text,80,8,true
Indian History,hard,Choose the most accurate term for Indian History.,fraction,trail,Rebellion of 1857,noun,Rebellion of 1857,,,text,80,8,true
Indian History,hard,Pick the most specific concept tied to Indian History.,pilgrimage,Mughal Empire,predicate,Ganga,Mughal Empire,,,text,80,8,true
Indian History,hard,Which option is most directly linked to Indian History?,market cap,knight,Akbar,prescription,Akbar,,,text,80,8,true
Indian History,hard,Select the most precise term for Indian History.,verse,leadership,Indus Valley,encryption,Indus Valley,,,text,80,8,true
Indian History,hard,Select the best-fit term for Indian History.,novel,Rebellion of 1857,breathing,DNA,Rebellion of 1857,,,text,80,8,true
Indian History,hard,Pick the most specific concept tied to Indian History.,Champaran,metabolism,legislature,Mississippi,Champaran,,,text,80,8,true
Indian History,hard,Which option best characterizes Indian History?,Akbar,Caribbean Sea,symptom,aerodynamics,Akbar,,,text,80,8,true
Indian History,hard,Choose the most accurate term for Indian History.,Delhi Sultanate,Europe,campaign,verb,Delhi Sultanate,,,text,80,8,true
Indian History,hard,Which option is most directly linked to Indian History?,fuselage,filmfare,Gupta Empire,air traffic,Gupta Empire,,,text,80,8,true
Indian History,hard,Pick the most specific concept tied to Indian History.,nominee,metaphor,freight,Champaran,Champaran,,,text,80,8,true
Indian History,hard,Which term is most specifically associated with Indian History?,Akbar,international summit,stripe,Maharashtra,Akbar,,,text,80,8,true
Indian History,hard,Which term is most specifically associated with Indian History?,Plassey,Himalayas,biodiversity,market,Plassey,,,text,80,8,true
Indian History,hard,Which option best characterizes Indian History?,Gupta Empire,heuristic,playlist,ecosystem,Gupta Empire,,,text,80,8,true
Ancient Civilization,easy,Which of these fits the topic Ancient Civilization?,Assyrians,treatment,rebound,illustration,Assyrians,,,text,20,12,true
Ancient Civilization,easy,Which of these fits the topic Ancient Civilization?,SEO,flowerbed,Mohenjo-daro,dribble,Mohenjo-daro,,,text,20,12,true
Ancient Civilization,easy,Which of these fits the topic Ancient Civilization?,wilderness,Hittites,model,sonata,Hittites,,,text,20,12,true
Ancient Civilization,easy,Select a term associated with Ancient Civilization.,innings,oxidation,Phoenicians,baseline,Phoenicians,,,text,20,12,true
Ancient Civilization,easy,Which of these fits the topic Ancient Civilization?,Assyrians,lens,abstract,portrait,Assyrians,,,text,20,12,true
Ancient Civilization,easy,Pick the correct term for Ancient Civilization.,Harappa,director,Arctic Ocean,monarch,Harappa,,,text,20,12,true
Ancient Civilization,easy,Select a term associated with Ancient Civilization.,Harappa,taste,blue chip,Literature,Harappa,,,text,20,12,true
Ancient Civilization,easy,Which of these is related to Ancient Civilization?,parliament,Phoenicians,Greenland,story arc,Phoenicians,,,text,20,12,true
Ancient Civilization,easy,Which of these fits the topic Ancient Civilization?,compound,epistemology,Mesopotamia,node,Mesopotamia,,,text,20,12,true
Ancient Civilization,easy,Which of these is related to Ancient Civilization?,Sumer,root,verse,dribble,Sumer,,,text,20,12,true
Ancient Civilization,easy,Which option belongs to Ancient Civilization?,polynomial,Phoenicians,internet,soil,Phoenicians,,,text,20,12,true
Ancient Civilization,easy,Choose the item most linked to Ancient Civilization.,podium,alphabet,Assyrians,Gulf,Assyrians,,,text,20,12,true
Ancient Civilization,easy,Pick the correct term for Ancient Civilization.,Assyrians,virtualenv,electricity,leader,Assyrians,,,text,20,12,true
Ancient Civilization,easy,Select a term associated with Ancient Civilization.,stalemate,acceleration,Egyptians,feature,Egyptians,,,text,20,12,true
Ancient Civilization,easy,Pick the correct term for Ancient Civilization.,origin story,limit,Harappa,sonata,Harappa,,,text,20,12,true
Ancient Civilization,easy,Select a term associated with Ancient Civilization.,carbon dioxide,cosine,Indus Valley,TCP,Indus Valley,,,text,20,12,true
Ancient Civilization,easy,Which option belongs to Ancient Civilization?,emblem,strings,Egyptians,HTML,Egyptians,,,text,20,12,true
Ancient Civilization,easy,Which of these is related to Ancient Civilization?,Phoenicians,spacewalk,Assam,migration,Phoenicians,,,text,20,12,true
Ancient Civilization,medium,Choose the term that best represents Ancient Civilization.,API,Indus Valley,Maharashtra,Oscar,Indus Valley,,,text,40,10,true
Ancient Civilization,medium,Which option aligns with Ancient Civilization?,diplomacy,Berlin Wall,Sumer,clergy,Sumer,,,text,40,10,true
Ancient Civilization,medium,Which of these is a core idea in Ancient Civilization?,portfolio,Mesopotamia,aperture,polytheism,Mesopotamia,,,text,40,10,true
Ancient Civilization,medium,Which term is most commonly used in Ancient Civilization?,metaphysics,Mohenjo-daro,node,baseline,Mohenjo-daro,,,text,40,10,true
Ancient Civilization,medium,Pick the concept that best matches Ancient Civilization.,aperture,Danube,Mesopotamia,switch,Mesopotamia,,,text,40,10,true
Ancient Civilization,medium,Which of these is a core idea in Ancient Civilization?,steam engine,Harappa,Atlantic Ocean,issue,Harappa,,,text,40,10,true
Ancient Civilization,medium,Pick the concept that best matches Ancient Civilization.,Asia,multiplayer,Mojave,Phoenicians,Phoenicians,,,text,40,10,true
Ancient Civilization,medium,Select the most relevant term for Ancient Civilization.,expert system,switch,conservation,Harappa,Harappa,,,text,40,10,true
Ancient Civilization,medium,Select the most relevant term for Ancient Civilization.,metaphysics,programming,exposure,Harappa,Harappa,,,text,40,10,true
Ancient Civilization,medium,Which term is most commonly used in Ancient Civilization?,Sumer,Gupta Empire,Mediterranean Sea,risk,Sumer,,,text,40,10,true
Ancient Civilization,medium,Which option is a key concept in Ancient Civilization?,transmission,wildlife reserve,Assyrians,exoplanet,Assyrians,,,text,40,10,true
Ancient Civilization,medium,Pick the concept that best matches Ancient Civilization.,circle,area under curve,Maurya Empire,Sumer,Sumer,,,text,40,10,true
Ancient Civilization,medium,Pick the concept that best matches Ancient Civilization.,election cycle,Iliad,Harappa,opening ceremony,Harappa,,,text,40,10,true
Ancient Civilization,medium,Pick the concept that best matches Ancient Civilization.,controller,Harappa,equation,Antarctica,Harappa,,,text,40,10,true
Ancient Civilization,medium,Which option aligns with Ancient Civilization?,fabric,authorization,logic,Assyrians,Assyrians,,,text,40,10,true
Ancient Civilization,medium,Which of these is a core idea in Ancient Civilization?,over,Iliad,protocol,Indus Valley,Indus Valley,,,text,40,10,true
Ancient Civilization,medium,Choose the term that best represents Ancient Civilization.,gesture,vulnerability,Hittites,cognition,Hittites,,,text,40,10,true
Ancient Civilization,medium,Which term is most commonly used in Ancient Civilization?,Sumer,frame,Valkyrie,lambda,Sumer,,,text,40,10,true
Ancient Civilization,hard,Choose the most accurate term for Ancient Civilization.,Arctic Ocean,penalty,villain,Babylon,Babylon,,,text,80,8,true
Ancient Civilization,hard,Which option is most directly linked to Ancient Civilization?,range,interest,Mesopotamia,authentication,Mesopotamia,,,text,80,8,true
Ancient Civilization,hard,Which term is the closest match to Ancient Civilization?,Indus Valley,yen,payment gateway,dollar,Indus Valley,,,text,80,8,true
Ancient Civilization,hard,Select the best-fit term for Ancient Civilization.,Hera,Hittites,Ganga,hemisphere,Hittites,,,text,80,8,true
Ancient Civilization,hard,Select the most precise term for Ancient Civilization.,Africa,Borneo,Assyrians,brand identity,Assyrians,,,text,80,8,true
Ancient Civilization,hard,Choose the most accurate term for Ancient Civilization.,Himalayas,Phoenicians,zero trust,metaphysics,Phoenicians,,,text,80,8,true
Ancient Civilization,hard,Which term is most specifically associated with Ancient Civilization?,vaccination,diplomacy,Phoenicians,lifecycle,Phoenicians,,,text,80,8,true
Ancient Civilization,hard,Which term is most specifically associated with Ancient Civilization?,sidekick,haiku,Sumer,polygon,Sumer,,,text,80,8,true
Ancient Civilization,hard,Which option best characterizes Ancient Civilization?,vocabulary,thermodynamics,Egyptians,Athena,Egyptians,,,text,80,8,true
Ancient Civilization,hard,Which option is most directly linked to Ancient Civilization?,soil,level,momentum,Phoenicians,Phoenicians,,,text,80,8,true
Ancient Civilization,hard,Pick the most specific concept tied to Ancient Civilization.,design,Assyrians,firewall,meditation,Assyrians,,,text,80,8,true
Ancient Civilization,hard,Which option best characterizes Ancient Civilization?,lambda,pawn,Athena,Mohenjo-daro,Mohenjo-daro,,,text,80,8,true
Ancient Civilization,hard,Which term is most specifically associated with Ancient Civilization?,Harappa,promotion,wilderness,formation,Harappa,,,text,80,8,true
Ancient Civilization,hard,Select the best-fit term for Ancient Civilization.,Olympiad,Phoenicians,sonnet,app,Phoenicians,,,text,80,8,true
Ancient Civilization,hard,Select the best-fit term for Ancient Civilization.,arid,Asgard,Indus Valley,conductor,Indus Valley,,,text,80,8,true
Ancient Civilization,hard,Which term is the closest match to Ancient Civilization?,song sequence,Babylon,responsive design,origin story,Babylon,,,text,80,8,true
Ancient Civilization,hard,Pick the most specific concept tied to Ancient Civilization.,agent,Egyptians,cabinet,phonetics,Egyptians,,,text,80,8,true
Ancient Civilization,hard,Which term is the closest match to Ancient Civilization?,Egyptians,checkmate,space station,Durga,Egyptians,,,text,80,8,true
Ancient Civilization,hard,Which term is the closest match to Ancient Civilization?,Babylon,Oscar,wellness,iOS,Babylon,,,text,80,8,true
Ancient Civilization,hard,Choose the most accurate term for Ancient Civilization.,Indus Valley,director,explorer,angle,Indus Valley,,,text,80,8,true
Ancient Civilization,hard,Which option best characterizes Ancient Civilization?,asset,Mohenjo-daro,cosine,routing,Mohenjo-daro,,,text,80,8,true
Ancient Civilization,hard,Which option is most directly linked to Ancient Civilization?,Danube,Ashoka,composer,Egyptians,Egyptians,,,text,80,8,true
Ancient Civilization,hard,Select the best-fit term for Ancient Civilization.,exoplanet,Babylon,transaction,alphabet,Babylon,,,text,80,8,true
Ancient Civilization,hard,Which option best characterizes Ancient Civilization?,validation,Egyptians,intrusion,emulator,Egyptians,,,text,80,8,true
Modern History,easy,Which of these fits the topic Modern History?,deity,ink,charger,decolonization,decolonization,,,text,20,12,true
Modern History,easy,Pick the correct term for Modern History.,app,Cold War,chain rule,sonata,Cold War,,,text,20,12,true
Modern History,easy,Which option belongs to Modern History?,mitigation,novel,Poseidon,Treaty of Versailles,Treaty of Versailles,,,text,20,12,true
Modern History,easy,Pick the correct term for Modern History.,depth of field,emblem,decolonization,textile,decolonization,,,text,20,12,true
Modern History,easy,Which option belongs to Modern History?,payment gateway,decolonization,laureate,consensus,decolonization,,,text,20,12,true
Modern History,easy,Which of these fits the topic Modern History?,Treaty of Versailles,entrepreneur,floor plan,follower,Treaty of Versailles,,,text,20,12,true
Modern History,easy,Which of these is related to Modern History?,origin story,globalization,prize,wardrobe,globalization,,,text,20,12,true
Modern History,easy,Select a term associated with Modern History.,Bihar,United Nations,accessory,offside,United Nations,,,text,20,12,true
Modern History,easy,Pick the correct term for Modern History.,Berlin Wall,vulnerability,Durga,integer,Berlin Wall,,,text,20,12,true
Modern History,easy,Which of these is related to Modern History?,overfitting,innovation,altitude,World War II,World War II,,,text,20,12,true
Modern History,easy,Which of these is related to Modern History?,League of Nations,training data,column,carbon footprint,League of Nations,,,text,20,12,true
Modern History,easy,Which of these fits the topic Modern History?,League of Nations,playlist,Uttar Pradesh,digestive system,League of Nations,,,text,20,12,true
Modern History,easy,Which of these is related to Modern History?,ISP,Berlin Wall,Ganga,masala,Berlin Wall,,,text,20,12,true
Modern History,easy,Select a term associated with Modern History.,wicket,target audience,Cold War,Iliad,Cold War,,,text,20,12,true
Modern History,easy,Pick the correct term for Modern History.,Assyrians,disease,Industrial Revolution,producer,Industrial Revolution,,,text,20,12,true
Modern History,easy,Which of these fits the topic Modern History?,firewall,torch,decolonization,perspective,decolonization,,,text,20,12,true
Modern History,easy,Which of these fits the topic Modern History?,catalyst,World War II,aerodynamics,Indus Valley,World War II,,,text,20,12,true
Modern History,easy,Which option belongs to Modern History?,gold medal,League of Nations,motivation,grammar,League of Nations,,,text,20,12,true
Modern History,medium,Pick the concept that best matches Modern History.,story arc,spacecraft,League of Nations,assist,League of Nations,,,text,40,10,true
Modern History,medium,Which option aligns with Modern History?,Berlin Wall,algorithm,harvest,battery,Berlin Wall,,,text,40,10,true
Modern History,medium,Which term is most commonly used in Modern History?,story arc,spacecraft,World War I,fraction,World War I,,,text,40,10,true
Modern History,medium,Which option is a key concept in Modern History?,RPG,wardrobe,Uttar Pradesh,Industrial Revolution,Industrial Revolution,,,text,40,10,true
Modern History,medium,Select the most relevant term for Modern History.,cash flow,screenplay,Cold War,patient,Cold War,,,text,40,10,true
Modern History,medium,Which of these is a core idea in Modern History?,World Wide Web,volatility,Berlin Wall,accessory,Berlin Wall,,,text,40,10,true
Modern History,medium,Pick the concept that best matches Modern History.,altitude,decolonization,machine,ethics,decolonization,,,text,40,10,true
Modern History,medium,Which option aligns with Modern History?,dune,bake,virtualenv,Cold War,Cold War,,,text,40,10,true
Modern History,medium,Which option aligns with Modern History?,scripture,Bollywood,Everest,United Nations,United Nations,,,text,40,10,true
Modern History,medium,Which option aligns with Modern History?,advertising,globalization,floor plan,harvest,globalization,,,text,40,10,true
Modern History,medium,Which of these is a core idea in Modern History?,digestive system,merger,League of Nations,Champaran,League of Nations,,,text,40,10,true
Modern History,medium,Which option aligns with Modern History?,Midgard,League of Nations,supernova,sensor,League of Nations,,,text,40,10,true
Modern History,medium,Which option is a key concept in Modern History?,United Nations,metabolism,diplomacy,sanctuary,United Nations,,,text,40,10,true
Modern History,medium,Which option aligns with Modern History?,esports,electricity,Cold War,parliament,Cold War,,,text,40,10,true
Modern History,medium,Select the most relevant term for Modern History.,Phoenicians,Egyptians,smart contract,globalization,globalization,,,text,40,10,true
Modern History,medium,Which term is most commonly used in Modern History?,World War I,philanthropist,composer,Uttar Pradesh,World War I,,,text,40,10,true
Modern History,medium,Which option aligns with Modern History?,authentication,post,Industrial Revolution,Valkyrie,Industrial Revolution,,,text,40,10,true
Modern History,medium,Which option aligns with Modern History?,receptor,Industrial Revolution,target audience,records,Industrial Revolution,,,text,40,10,true
Modern History,hard,Which option best characterizes Modern History?,origin story,World War II,limit,rook,World War II,,,text,80,8,true
Modern History,hard,Choose the most accurate term for Modern History.,laureate,Industrial Revolution,jet engine,APK,Industrial Revolution,,,text,80,8,true
Modern History,hard,Select the most precise term for Modern History.,judiciary,globalization,clergy,vocabulary,globalization,,,text,80,8,true
Modern History,hard,Which option is most directly linked to Modern History?,Treaty of Versailles,Poseidon,taste,console,Treaty of Versailles,,,text,80,8,true
Modern History,hard,Choose the most accurate term for Modern History.,decor,volcanic island,verse,United Nations,United Nations,,,text,80,8,true
Modern History,hard,Select the best-fit term for Modern History.,Berlin Wall,area,AI,Yangtze,Berlin Wall,,,text,80,8,true
Modern History,hard,Which term is most specifically associated with Modern History?,motivation,Yangtze,post,Cold War,Cold War,,,text,80,8,true
Modern History,hard,Select the most precise term for Modern History.,Medicine,globalization,supply,diplomacy,globalization,,,text,80,8,true
Modern History,hard,Which term is the closest match to Modern History?,ecosystem,League of Nations,virtualenv,promotion,League of Nations,,,text,80,8,true
Modern History,hard,Choose the most accurate term for Modern History.,World War II,constitution,gradient descent,percentage,World War II,,,text,80,8,true
Modern History,hard,Select the best-fit term for Modern History.,biodiversity,World War I,floor plan,head of state,World War I,,,text,80,8,true
Modern History,hard,Which option is most directly linked to Modern History?,validation,Cold War,personality,online store,Cold War,,,text,80,8,true
Modern History,hard,Select the best-fit term for Modern History.,comic,United Nations,lead time,robot,United Nations,,,text,80,8,true
Modern History,hard,Which option is most directly linked to Modern History?,United Nations,pharmacokinetics,compost,tangent line,United Nations,,,text,80,8,true
Modern History,hard,Which option best characterizes Modern History?,network,World War I,abstract,equator,World War I,,,text,80,8,true
Modern History,hard,Which term is most specifically associated with Modern History?,variable,Mars rover,United Nations,Valhalla,United Nations,,,text,80,8,true
