category,level,question,option1,option2,option3,option4,correctAnswer,trivia,mediaUrl,mediaType,xpReward,timeLimit,isActive
World Geography,medium,Which category would most likely include questions on World Geography?,Automobiles,World Geography,Artificial Intelligence,World Leaders,World Geography,,,text,40,10,true
World Geography,medium,Which category is most closely related to: World Geography?,World Continents,World Leaders,Algebra,World Geography,World Geography,,,text,40,10,true
World Geography,medium,Choose the most accurate category for the topic: World Geography.,Ancient Civilization,Aviation,World Religions,World Geography,World Geography,,,text,40,10,true
World Geography,medium,"Best-fit category for ""World Geography"" is:",Architecture,Artificial Intelligence,World Geography,Aviation,World Geography,,,text,40,10,true
World Geography,medium,Which category would most likely include questions on World Geography?,Architecture,Artificial Intelligence,World Religions,World Geography,World Geography,,,text,40,10,true
World Geography,medium,"Best-fit category for ""World Geography"" is:",World Religions,World Geography,Automobiles,World Continents,World Geography,,,text,40,10,true
World Geography,medium,Which category would most likely include questions on World Geography?,Artificial Intelligence,World Continents,World Geography,Agriculture,World Geography,,,text,40,10,true
World Geography,hard,"Which category is the best fit for the topic ""World Geography""?",World Religions,Algebra,Ancient Civilization,World Geography,World Geography,,,text,80,8,true
World Geography,hard,Choose the most specific category for: World Geography.,World Geography,World Continents,Artificial Intelligence,Agriculture,World Geography,,,text,80,8,true
World Geography,hard,Pick the category that most accurately represents: World Geography.,World Geography,Architecture,Agriculture,World Religions,World Geography,,,text,80,8,true
World Geography,hard,Identify the primary category for: World Geography.,World Continents,Architecture,World Geography,Agriculture,World Geography,,,text,80,8,true
World Geography,hard,Pick the category that most accurately represents: World Geography.,World Geography,Ancient Civilization,Architecture,Artificial Intelligence,World Geography,,,text,80,8,true
World Geography,hard,Select the category that most precisely fits: World Geography.,World Leaders,World Religions,Agriculture,World Geography,World Geography,,,text,80,8,true
World Geography,hard,Choose the most specific category for: World Geography.,Artificial Intelligence,World Leaders,World Continents,World Geography,World Geography,,,text,80,8,true
World Geography,hard,Select the category that most precisely fits: World Geography.,Ancient Civilization,World Geography,World Leaders,Agriculture,World Geography,,,text,80,8,true
World Geography,hard,Choose the most specific category for: World Geography.,World Geography,Ancient Civilization,Artificial Intelligence,World Continents,World Geography,,,text,80,8,true
World Geography,hard,"Most precise category for ""World Geography"" is:",World Leaders,Ancient Civilization,World Geography,Algebra,World Geography,,,text,80,8,true
World Geography,hard,Which subject is the correct classification for: World Geography?,World Continents,Algebra,Artificial Intelligence,World Geography,World Geography,,,text,80,8,true
World Geography,hard,"Most precise category for ""World Geography"" is:",World Geography,World Continents,World Leaders,World Religions,World Geography,,,text,80,8,true
World Geography,hard,Select the category that most precisely fits: World Geography.,Agriculture,Ancient Civilization,World Geography,World Religions,World Geography,,,text,80,8,true
World Geography,hard,"Which category is the closest match for the topic ""World Geography""?",World Continents,World Geography,Artificial Intelligence,World Religions,World Geography,,,text,80,8,true
World Geography,hard,"Which category is the best fit for the topic ""World Geography""?",World Religions,World Geography,Algebra,Ancient Civilization,World Geography,,,text,80,8,true
World Geography,hard,"Which category is the best fit for the topic ""World Geography""?",World Geography,Ancient Civilization,World Religions,World Leaders,World Geography,,,text,80,8,true
World Geography,hard,Choose the most specific category for: World Geography.,World Geography,Artificial Intelligence,Algebra,World Continents,World Geography,,,text,80,8,true
World Geography,hard,"Most precise category for ""World Geography"" is:",Architecture,Agriculture,Algebra,World Geography,World Geography,,,text,80,8,true
World Geography,hard,Choose the most specific category for: World Geography.,World Leaders,World Continents,Algebra,World Geography,World Geography,,,text,80,8,true
World Geography,hard,"Which category is the closest match for the topic ""World Geography""?",World Continents,Algebra,Agriculture,World Geography,World Geography,,,text,80,8,true
World Geography,hard,"Most precise category for ""World Geography"" is:",World Religions,World Geography,Artificial Intelligence,World Leaders,World Geography,,,text,80,8,true
World Geography,hard,Select the category that most precisely fits: World Geography.,Algebra,World Geography,Agriculture,Ancient Civilization,World Geography,,,text,80,8,true
World Geography,hard,Identify the primary category for: World Geography.,World Geography,World Leaders,World Continents,Artificial Intelligence,World Geography,,,text,80,8,true
World Geography,hard,"Most precise category for ""World Geography"" is:",World Religions,Agriculture,Ancient Civilization,World Geography,World Geography,,,text,80,8,true
Indian History,easy,Identify the subject area: Indian History.,Artificial Intelligence,Indian History,Mobile Development,Aviation,Indian History,,,text,20,12,true
Indian History,easy,Which quiz category would include: Indian History?,Environmental Science,Indian History,Brands & Logos,Networking,Indian History,,,text,20,12,true
Indian History,easy,"Which category does the topic ""Indian History"" belong to?",Awards (Oscars),Mobile Development,Indian History,Calculus,Indian History,,,text,20,12,true
Indian History,easy,Identify the subject area: Indian History.,Indian History,Indian States,National Flags,Olympic Games,Indian History,,,text,20,12,true
Indian History,easy,"The topic ""Indian History"" best fits which category?",Environmental Science,Indian History,Internet History,Space Exploration,Indian History,,,text,20,12,true
Indian History,easy,"Which category does the topic ""Indian History"" belong to?",Physics,Architecture,Indian History,Political Science,Indian History,,,text,20,12,true
Indian History,easy,"The topic ""Indian History"" best fits which category?",Indian History,Cricket,Machine Learning,World Geography,Indian History,,,text,20,12,true
Indian History,easy,Identify the subject area: Indian History.,Robotics,Indian History,Social Media,Classic Literature,Indian History,,,text,20,12,true
Indian History,easy,Identify the subject area: Indian History.,Artificial Intelligence,Indian History,Calculus,Interior Design,Indian History,,,text,20,12,true
Indian History,easy,Pick the subject area that matches: Indian History.,Programming (Python),Music (Classical),Internet History,Indian History,Indian History,,,text,20,12,true
Indian History,easy,Which quiz category would include: Indian History?,World Geography,Interior Design,Indian History,Web Development,Indian History,,,text,20,12,true
Indian History,easy,Which category is the best match for: Indian History?,Indian History,Modern Literature,Machine Learning,Space Exploration,Indian History,,,text,20,12,true
Indian History,easy,Which category is the best match for: Indian History?,Music (Classical),Wildlife,Agriculture,Indian History,Indian History,,,text,20,12,true
Indian History,easy,Which quiz category would include: Indian History?,Mobile Development,Islands,Awards (Nobel),Indian History,Indian History,,,text,20,12,true
Indian History,easy,Which quiz category would include: Indian History?,Indian History,Gardening,Internet History,Logistics,Indian History,,,text,20,12,true
Indian History,easy,Select the correct quiz category for: Indian History.,Marketing,Indian History,Oceans & Seas,Stock Market,Indian History,,,text,20,12,true
Indian History,easy,"The topic ""Indian History"" best fits which category?",World Religions,Indian History,Algebra,Brands & Logos,Indian History,,,text,20,12,true
Indian History,easy,Identify the subject area: Indian History.,Automobiles,Indian History,Blockchain,Indian States,Indian History,,,text,20,12,true
Indian History,medium,"Which field does the topic ""Indian History"" fall under?",Ancient Civilization,Modern History,Automobiles,Indian History,Indian History,,,text,40,10,true
Indian History,medium,Choose the most accurate category for the topic: Indian History.,Modern History,Architecture,Indian History,Agriculture,Indian History,,,text,40,10,true
Indian History,medium,Which category would most likely include questions on Indian History?,Algebra,Indian History,Astronomy,Modern History,Indian History,,,text,40,10,true
Indian History,medium,Which category would most likely include questions on Indian History?,Automobiles,Indian History,Indian States,Mythology (Indian),Indian History,,,text,40,10,true
Indian History,medium,Which category is most closely related to: Indian History?,Internet History,Indian History,Agriculture,Astronomy,Indian History,,,text,40,10,true
Indian History,medium,"Which subject area most closely matches the topic ""Indian History""?",Indian History,Modern History,Aviation,Astronomy,Indian History,,,text,40,10,true
Indian History,medium,Pick the best category for this quiz topic: Indian History.,Indian History,Architecture,Indian States,Automobiles,Indian History,,,text,40,10,true
Indian History,medium,Choose the most accurate category for the topic: Indian History.,Indian History,Internet History,Astronomy,Agriculture,Indian History,,,text,40,10,true
Indian History,medium,Which category would most likely include questions on Indian History?,Indian States,Architecture,Artificial Intelligence,Indian History,Indian History,,,text,40,10,true
Indian History,medium,Select the most appropriate category for: Indian History.,Mythology (Indian),Astronomy,Automobiles,Indian History,Indian History,,,text,40,10,true
Indian History,medium,Choose the most accurate category for the topic: Indian History.,Artificial Intelligence,Modern History,Indian States,Indian History,Indian History,,,text,40,10,true
Indian History,medium,Choose the most accurate category for the topic: Indian History.,Modern History,Indian States,Indian History,Ancient Civilization,Indian History,,,text,40,10,true
Indian History,medium,Which category would most likely include questions on Indian History?,Ancient Civilization,Indian History,Aviation,Architecture,Indian History,,,text,40,10,true
Indian History,medium,"Best-fit category for ""Indian History"" is:",Ancient Civilization,Indian History,Internet History,Architecture,Indian History,,,text,40,10,true
Indian History,medium,Choose the most accurate category for the topic: Indian History.,Automobiles,Artificial Intelligence,Indian History,Ancient Civilization,Indian History,,,text,40,10,true
Indian History,medium,"Which subject area most closely matches the topic ""Indian History""?",Internet History,Algebra,Indian History,Indian States,Indian History,,,text,40,10,true
Indian History,medium,Pick the best category for this quiz topic: Indian History.,Architecture,Indian History,Mythology (Indian),Automobiles,Indian History,,,text,40,10,true
Indian History,medium,"Which field does the topic ""Indian History"" fall under?",Mythology (Indian),Astronomy,Ancient Civilization,Indian History,Indian History,,,text,40,10,true
Indian History,hard,Which subject is the correct classification for: Indian History?,Indian History,Indian States,Internet History,Algebra,Indian History,,,text,80,8,true
Indian History,hard,Which subject is the correct classification for: Indian History?,Indian History,Algebra,Ancient Civilization,Internet History,Indian History,,,text,80,8,true
Indian History,hard,Select the category that most precisely fits: Indian History.,Mythology (Indian),Internet History,Indian History,Algebra,Indian History,,,text,80,8,true
Indian History,hard,Identify the primary category for: Indian History.,Indian States,Agriculture,Internet History,Indian History,Indian History,,,text,80,8,true
Indian History,hard,Identify the primary category for: Indian History.,Internet History,Indian History,Ancient Civilization,Architecture,Indian History,,,text,80,8,true
Indian History,hard,Pick the category that most accurately represents: Indian History.,Architecture,Modern History,Indian History,Ancient Civilization,Indian History,,,text,80,8,true
Indian History,hard,"Most precise category for ""Indian History"" is:",Indian History,Indian States,Architecture,Internet History,Indian History,,,text,80,8,true
Indian History,hard,Pick the category that most accurately represents: Indian History.,Indian History,Mythology (Indian),Architecture,Ancient Civilization,Indian History,,,text,80,8,true
Indian History,hard,Which subject is the correct classification for: Indian History?,Ancient Civilization,Indian States,Architecture,Indian History,Indian History,,,text,80,8,true
Indian History,hard,"Which category is the closest match for the topic ""Indian History""?",Agriculture,Ancient Civilization,Internet History,Indian History,Indian History,,,text,80,8,true
Indian History,hard,"Which category is the closest match for the topic ""Indian History""?",Ancient Civilization,Agriculture,Mythology (Indian),Indian History,Indian History,,,text,80,8,true
Indian History,hard,Which subject is the correct classification for: Indian History?,Indian History,Mythology (Indian),Internet History,Ancient Civilization,Indian History,,,text,80,8,true
Indian History,hard,"Most precise category for ""Indian History"" is:",Agriculture,Ancient Civilization,Indian History,Mythology (Indian),Indian History,,,text,80,8,true
Indian History,hard,Choose the most specific category for: Indian History.,Internet History,Agriculture,Ancient Civilization,Indian History,Indian History,,,text,80,8,true
Indian History,hard,Which subject is the correct classification for: Indian History?,Ancient Civilization,Algebra,Indian History,Internet History,Indian History,,,text,80,8,true
Indian History,hard,Select the category that most precisely fits: Indian History.,Mythology (Indian),Architecture,Indian History,Algebra,Indian History,,,text,80,8,true
Indian History,hard,Select the category that most precisely fits: Indian History.,Mythology (Indian),Algebra,Indian History,Modern History,Indian History,,,text,80,8,true
Indian History,hard,"Which category is the closest match for the topic ""Indian History""?",Mythology (Indian),Indian History,Internet History,Modern History,Indian History,,,text,80,8,true
Indian History,hard,Pick the category that most accurately represents: Indian History.,Indian History,Mythology (Indian),Modern History,Agriculture,Indian History,,,text,80,8,true
Indian History,hard,"Which category is the closest match for the topic ""Indian History""?",Architecture,Indian States,Agriculture,Indian History,Indian History,,,text,80,8,true
Indian History,hard,Choose the most specific category for: Indian History.,Indian History,Ancient Civilization,Modern History,Algebra,Indian History,,,text,80,8,true
Indian History,hard,Identify the primary category for: Indian History.,Modern History,Indian History,Mythology (Indian),Algebra,Indian History,,,text,80,8,true
Indian History,hard,Pick the category that most accurately represents: Indian History.,Architecture,Algebra,Indian States,Indian History,Indian History,,,text,80,8,true
Indian History,hard,"Which category is the best fit for the topic ""Indian History""?",Indian History,Algebra,Modern History,Mythology (Indian),Indian History,,,text,80,8,true
Ancient Civilization,easy,Select the correct quiz category for: Ancient Civilization.,Economics,Web Development,Ancient Civilization,Modern Literature,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Which quiz category would include: Ancient Civilization?,Deserts,Ancient Civilization,Gardening,English Grammar,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Select the correct quiz category for: Ancient Civilization.,Cricket,Indian History,Ancient Civilization,Inventions & Discoveries,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Which quiz category would include: Ancient Civilization?,Ancient Civilization,Modern Literature,Awards (Nobel),Currencies,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Identify the subject area: Ancient Civilization.,Comic Books,Logistics,Architecture,Ancient Civilization,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Which quiz category would include: Ancient Civilization?,Ancient Civilization,World Continents,Modern History,Physics,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Pick the subject area that matches: Ancient Civilization.,Ancient Civilization,Oceans & Seas,Algebra,Programming (Java),Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Pick the subject area that matches: Ancient Civilization.,Mountains & Peaks,Famous Personalities,Ancient Civilization,Gadgets,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,"The topic ""Ancient Civilization"" best fits which category?",National Flags,Ancient Civilization,Climate Change,Wildlife,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Select the correct quiz category for: Ancient Civilization.,Modern Literature,Currencies,Pharmacology,Ancient Civilization,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,"Which category does the topic ""Ancient Civilization"" belong to?",Ancient Civilization,Cyber Security,Automobiles,National Flags,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,"The topic ""Ancient Civilization"" best fits which category?",World Continents,Sociology,Internet History,Ancient Civilization,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Which category is the best match for: Ancient Civilization?,Ancient Civilization,Finance,Physics,Famous Personalities,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Which quiz category would include: Ancient Civilization?,Ancient Civilization,Poetry,Modern Literature,Indian States,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Select the correct quiz category for: Ancient Civilization.,Deserts,Awards (Nobel),Ancient Civilization,Islands,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,"Which category does the topic ""Ancient Civilization"" belong to?",Photography,Economics,Ancient Civilization,Movies (Hollywood),Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Which category is the best match for: Ancient Civilization?,Ancient Civilization,Deserts,Machine Learning,Inventions & Discoveries,Ancient Civilization,,,text,20,12,true
Ancient Civilization,easy,Identify the subject area: Ancient Civilization.,Ancient Civilization,Political Science,Networking,Architecture,Ancient Civilization,,,text,20,12,true
Ancient Civilization,medium,Which category would most likely include questions on Ancient Civilization?,Ancient Civilization,Biology,Artificial Intelligence,Algebra,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,"Which subject area most closely matches the topic ""Ancient Civilization""?",Awards (Oscars),Basketball,Blockchain,Ancient Civilization,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Pick the best category for this quiz topic: Ancient Civilization.,Awards (Oscars),Basketball,Awards (Nobel),Ancient Civilization,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Choose the most accurate category for the topic: Ancient Civilization.,Biology,Algebra,Ancient Civilization,Agriculture,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Select the most appropriate category for: Ancient Civilization.,Architecture,Biology,Ancient Civilization,Agriculture,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Select the most appropriate category for: Ancient Civilization.,Automobiles,Basketball,Awards (Oscars),Ancient Civilization,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Select the most appropriate category for: Ancient Civilization.,Astronomy,Awards (Oscars),Ancient Civilization,Agriculture,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Select the most appropriate category for: Ancient Civilization.,Ancient Civilization,Aviation,Biology,Basketball,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,"Which field does the topic ""Ancient Civilization"" fall under?",Astronomy,Ancient Civilization,Agriculture,Awards (Oscars),Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Select the most appropriate category for: Ancient Civilization.,Astronomy,Artificial Intelligence,Automobiles,Ancient Civilization,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Which category is most closely related to: Ancient Civilization?,Awards (Oscars),Basketball,Architecture,Ancient Civilization,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Which category would most likely include questions on Ancient Civilization?,Ancient Civilization,Awards (Nobel),Biology,Artificial Intelligence,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,"Which subject area most closely matches the topic ""Ancient Civilization""?",Basketball,Agriculture,Aviation,Ancient Civilization,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Choose the most accurate category for the topic: Ancient Civilization.,Awards (Nobel),Artificial Intelligence,Ancient Civilization,Algebra,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Which category would most likely include questions on Ancient Civilization?,Ancient Civilization,Agriculture,Architecture,Biology,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,"Which field does the topic ""Ancient Civilization"" fall under?",Ancient Civilization,Automobiles,Algebra,Architecture,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,Which category would most likely include questions on Ancient Civilization?,Aviation,Ancient Civilization,Awards (Oscars),Astronomy,Ancient Civilization,,,text,40,10,true
Ancient Civilization,medium,"Best-fit category for ""Ancient Civilization"" is:",Astronomy,Agriculture,Biology,Ancient Civilization,Ancient Civilization,,,text,40,10,true
Ancient Civilization,hard,Select the category that most precisely fits: Ancient Civilization.,Astronomy,Automobiles,Awards (Nobel),Ancient Civilization,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Choose the most specific category for: Ancient Civilization.,Automobiles,Ancient Civilization,Agriculture,Artificial Intelligence,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Choose the most specific category for: Ancient Civilization.,Agriculture,Awards (Nobel),Astronomy,Ancient Civilization,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Most precise category for ""Ancient Civilization"" is:",Automobiles,Aviation,Architecture,Ancient Civilization,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Identify the primary category for: Ancient Civilization.,Agriculture,Awards (Nobel),Ancient Civilization,Automobiles,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Choose the most specific category for: Ancient Civilization.,Ancient Civilization,Automobiles,Agriculture,Awards (Nobel),Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Most precise category for ""Ancient Civilization"" is:",Artificial Intelligence,Automobiles,Algebra,Ancient Civilization,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Which category is the closest match for the topic ""Ancient Civilization""?",Astronomy,Ancient Civilization,Automobiles,Agriculture,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Select the category that most precisely fits: Ancient Civilization.,Algebra,Architecture,Ancient Civilization,Aviation,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Which category is the best fit for the topic ""Ancient Civilization""?",Algebra,Astronomy,Agriculture,Ancient Civilization,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Select the category that most precisely fits: Ancient Civilization.,Ancient Civilization,Artificial Intelligence,Awards (Nobel),Astronomy,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Most precise category for ""Ancient Civilization"" is:",Awards (Nobel),Algebra,Ancient Civilization,Artificial Intelligence,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Select the category that most precisely fits: Ancient Civilization.,Astronomy,Ancient Civilization,Agriculture,Architecture,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Select the category that most precisely fits: Ancient Civilization.,Architecture,Algebra,Ancient Civilization,Awards (Nobel),Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Select the category that most precisely fits: Ancient Civilization.,Algebra,Architecture,Artificial Intelligence,Ancient Civilization,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Identify the primary category for: Ancient Civilization.,Artificial Intelligence,Awards (Nobel),Ancient Civilization,Automobiles,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Which category is the closest match for the topic ""Ancient Civilization""?",Automobiles,Artificial Intelligence,Ancient Civilization,Astronomy,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Choose the most specific category for: Ancient Civilization.,Aviation,Ancient Civilization,Automobiles,Agriculture,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Most precise category for ""Ancient Civilization"" is:",Algebra,Ancient Civilization,Astronomy,Awards (Nobel),Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Choose the most specific category for: Ancient Civilization.,Architecture,Ancient Civilization,Awards (Nobel),Agriculture,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Identify the primary category for: Ancient Civilization.,Ancient Civilization,Architecture,Agriculture,Awards (Nobel),Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Which category is the best fit for the topic ""Ancient Civilization""?",Awards (Nobel),Aviation,Ancient Civilization,Astronomy,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,Which subject is the correct classification for: Ancient Civilization?,Algebra,Automobiles,Ancient Civilization,Agriculture,Ancient Civilization,,,text,80,8,true
Ancient Civilization,hard,"Which category is the best fit for the topic ""Ancient Civilization""?",Artificial Intelligence,Automobiles,Aviation,Ancient Civilization,Ancient Civilization,,,text,80,8,true
Modern History,easy,Select the correct quiz category for: Modern History.,Modern History,Modern Literature,Tennis,Business Tycoons,Modern History,,,text,20,12,true
Modern History,easy,"The topic ""Modern History"" best fits which category?",Awards (Nobel),Mobile Development,Movies (Hollywood),Modern History,Modern History,,,text,20,12,true
Modern History,easy,Select the correct quiz category for: Modern History.,Geometry,Modern History,Agriculture,Oceans & Seas,Modern History,,,text,20,12,true
Modern History,easy,Pick the subject area that matches: Modern History.,World Geography,English Grammar,Modern History,Environmental Science,Modern History,,,text,20,12,true
Modern History,easy,Identify the subject area: Modern History.,Modern History,Mythology (Indian),Artificial Intelligence,Music (Classical),Modern History,,,text,20,12,true
Modern History,easy,Which quiz category would include: Modern History?,Computer Science,Marketing,Modern History,Comic Books,Modern History,,,text,20,12,true
Modern History,easy,Identify the subject area: Modern History.,Philosophy,Finance,Modern History,Environmental Science,Modern History,,,text,20,12,true
Modern History,easy,Identify the subject area: Modern History.,Modern History,Gaming,Aviation,Gardening,Modern History,,,text,20,12,true
Modern History,easy,Pick the subject area that matches: Modern History.,Mountains & Peaks,Medicine,Modern History,Movies (Bollywood),Modern History,,,text,20,12,true
Modern History,easy,Which category is the best match for: Modern History?,Poetry,Modern History,Classic Literature,Basketball,Modern History,,,text,20,12,true
Modern History,easy,"The topic ""Modern History"" best fits which category?",World Religions,Tennis,Mobile Development,Modern History,Modern History,,,text,20,12,true
Modern History,easy,Pick the subject area that matches: Modern History.,Interior Design,Agriculture,Awards (Nobel),Modern History,Modern History,,,text,20,12,true
Modern History,easy,"Choose the category that best matches ""Modern History"".",Modern History,E-commerce,World Religions,Trigonometry,Modern History,,,text,20,12,true
Modern History,easy,Pick the subject area that matches: Modern History.,Calculus,Modern History,Oceans & Seas,Famous Personalities,Modern History,,,text,20,12,true
Modern History,easy,"The topic ""Modern History"" best fits which category?",Modern History,Geometry,Environmental Science,Inventions & Discoveries,Modern History,,,text,20,12,true
Modern History,easy,"The topic ""Modern History"" best fits which category?",Modern History,Social Media,Indian States,Climate Change,Modern History,,,text,20,12,true
Modern History,easy,Identify the subject area: Modern History.,Indian History,Modern History,Programming (Java),Geometry,Modern History,,,text,20,12,true
Modern History,easy,Which quiz category would include: Modern History?,Deserts,Economics,World Religions,Modern History,Modern History,,,text,20,12,true
Modern History,medium,Which category would most likely include questions on Modern History?,Ancient Civilization,Modern Literature,Architecture,Modern History,Modern History,,,text,40,10,true
